2|65|against beige braids blue|7.319167019858774
76|91|decoys pintobeans deep red|9.657470737915308
11|17|run slyly|8.62936131192616
49|49|final nod tithes|4.576077573541704
39|80|blush silent|9.590741144740258
79|86|fluffily frays permanently green|2.1607158746724062
85|60|sublate tan powder doze|5.923408452221976
98|54|escapades frosted|5.501153622836013
29|88|ruthless play cornsilk burnished|4.12538947224092
72|24|thistle puff|6.414382413162051
97|96|sheaves beige ghost drab|8.439510653030238
15|47|hot waters final|0.28000743819165397
3|45|purple gainsboro antique dependencies|1.3980075166849493
43|18|depths pending magenta purple|6.911103554686161
53|71|dazzle sky spring deep|7.949167067586669
99|22|magenta depths quietly beige|1.7451021517090104
65|78|outside plum|0.5621161621692627
53|57|express integrate|6.277849775784565
86|92|regularly aquamarine whithout nag|1.547413027753577
94|62|sometimes black outside permanent|1.0317168997828918
56|11|silent waters past bold|0.6104730689010529
83|11|xray escapades thrash lavender|3.3203011531736015
20|8|closely magenta doze|1.460178286712539
36|11|throughout dolphins sometimes|4.601626669485606
48|81|cornsilk solve mold|2.902860170860194
74|16|whithout lime instructions boldly|5.860978447323406
31|48|hockeyplayers blue violet grouches|6.060503631964802
73|64|asymptotes enticingly|1.0915143172749753
10|26|ruthlessly impress|7.546938522676907
26|33|ivory mold olive|0.27248616731552433
73|39|doubt sky almond blithely|2.0958019956367204
81|82|silently across along|5.785006476846607
46|28|slyly unusual chartreuse|0.09835549105788766
78|7|burlywood waters dim papaya|1.3287995590504742
72|42|busily plum black|8.049006252512344
8|97|mold grey quietly|3.545169481474967
64|72|steel frets slate peach|2.698084353630014
99|84|doubt eat|8.043281931210581
95|59|detect yellow cornflower|4.167499528426763
13|57|integrate accordingto red|1.4099184378089324
33|19|hockeyplayers hang grow|0.38525680540602125
17|58|close despite pearls|4.729550101718107
70|83|hang unwind dark foxes|1.6754208086987432
46|61|blithe fluffily navy|7.622067495059953
78|56|play pending|8.764999145882769
66|89|atop throughout lose throughout|5.7987766332134765
15|18|forest mint dodger|4.265984806045157
93|83|among gifts white|0.6403088187246286
0|43|brown goldenrod poach|8.692909316678243
59|38|notornis whithout brown kindle|4.376053005779569
26|79|whithout warthogs excuses integrate|4.5072120707688335
99|63|enticing believe slyly|0.5478403971633394
27|38|whithout foxes green poach|4.3492642921522275
73|77|orange navajo|1.4545925886999522
85|81|sandy waters|3.691230285516397
87|93|besides kindle slowly pale|9.592252198046994
63|96|slate powder cajole dugouts|9.799178267119874
62|83|gainsboro frosted|4.929300340855818
62|0|sentiments besides red excuses|6.086812089925751
95|13|closely ironically breach pains|5.935168061946139
93|49|khaki ironically decoys|1.8065537907285611
90|68|brave sandy breach nag|7.422450284462222
17|71|sentiments warthogs blithe|5.615296111336382
48|67|evenly final azure gainsboro|4.265816511655527
6|14|slyly maroon saddle|1.343711141190751
6|45|deposits under|4.878646561689893
16|43|warhorses quiet|3.321807958875056
95|38|insteadof idly|7.186840719653569
16|5|forest about hang blithe|2.938106123137796
24|22|chiffon grouches rose|2.8120175724899132
2|95|within doubt doubt slyly|8.715164697256498
36|2|pink beyond past|1.2624888123032352
88|85|permanent against quickly atop|4.092906653033388
9|63|carefully boost throughout|4.240470608829473
96|36|thrash snow|1.7481762249428878
2|77|white rose platelets across|7.6740851340496254
41|16|grow chocolate believe warthogs|5.171288939489758
48|43|besides ironic|4.929288085205501
87|58|gifts peach|8.932459843544972
62|60|even tan|1.0377915790673364
79|96|wheat purple|4.305512244742294
88|32|tithes thinly run|5.2811432696938425
60|66|among ideas blithe silent|9.902032210587313
49|37|ruthlessly realms thistle pending|1.7144522319757194
31|30|blithely rose|1.066436248923528
12|88|pains stealthy whithout ideas|0.5834102841889333
70|24|tan sheaves|8.812765004725456
98|91|evenly goldenrod ironic|7.629894314071101
37|94|accounts sublate snooze slowly|2.343224745970378
67|10|somas decoys|2.632873427986148
17|12|forges forges magenta khaki|5.945901051819541
13|21|peach hot sly|7.175373998993528
63|63|almond light yellow|1.7797516135208635
89|37|carefully pink wake puff|5.9296731997236
84|62|haggle cornflower chocolate midnight|7.73763001226392
40|37|serve packages|7.983800864838483
64|44|gainsboro instructions|7.180216465821148
11|36|azure along wheat poach|1.7929019448390127
26|27|unusual floral unusual|1.361236870648448
84|22|orbits bisque silently misty|0.4409877834886444
